userID, numTrainQuestions, numRecQuestions, avgTimePerQuestion, totalInteractionTime, queryDensity, queryDensity (per preference messages), queryEfficiency, queryEfficiency (training), avgSessionTime, convLength, disambiguatioRatio, skipRatio, likeRatio, dislikeRatio, fallbackRatio, avgSystemResponseTime
572930266,3,1,8000.0,358000,0.5,0.6,0.3,0.3333333333333333,358000.0,12,0.25,0.0,0.4166666666666667,0.08333333333333333,0.0,833.3333333333334
5290206887,1,4,8000.0,232000,0.6428571428571429,1.0,0.1111111111111111,0.14285714285714285,232000.0,14,0.07142857142857142,0.0,0.42857142857142855,0.21428571428571427,0.0,2071.4285714285716
5048613175,0,1,6000.0,107000,0.6666666666666666,1.0,0.0,0.0,107000.0,9,0.0,0.0,0.4444444444444444,0.2222222222222222,0.0,1222.2222222222222
635237620,13,13,18423.0,747819000,0.5480769230769231,0.8260869565217391,0.10144927536231885,0.125,7.47819E8,104,0.0673076923076923,0.009615384615384616,0.36538461538461536,0.22115384615384615,0.057692307692307696,2000.0
465412970,0,1,14000.0,74000,0.75,1.0,0.0,0.0,74000.0,8,0.0,0.0,0.625,0.125,0.0,1125.0
5155827219,0,2,13000.0,337000,0.6428571428571429,0.8181818181818182,0.0,0.0,337000.0,14,0.0,0.0,0.35714285714285715,0.2857142857142857,0.0,1357.142857142857
1009458424,2,1,25666.0,568000,0.5789473684210527,0.9166666666666666,0.0,0.0,568000.0,19,0.0,0.0,0.5789473684210527,0.0,0.0,3578.9473684210525
176428234,0,3,56333.0,568000,0.42857142857142855,0.6666666666666666,0.0,0.0,568000.0,14,0.0,0.0,0.42857142857142855,0.0,0.0,1785.7142857142858
75986460,0,1,16000.0,121000,0.5,0.6,0.0,0.0,121000.0,12,0.0,0.0,0.4166666666666667,0.08333333333333333,0.0,916.6666666666666
589599039,0,1,10000.0,372000,0.75,1.0,0.0,0.0,372000.0,8,0.0,0.0,0.5,0.25,0.0,1375.0
817428462,1,1,15000.0,216000,0.7,1.0,0.14285714285714285,0.16666666666666666,216000.0,10,0.1,0.0,0.4,0.3,0.1,1600.0
612441425,0,1,11000.0,80000,0.6666666666666666,0.8571428571428571,0.0,0.0,80000.0,9,0.0,0.0,0.4444444444444444,0.2222222222222222,0.0,1111.111111111111
1094695768,0,3,10666.0,194000,0.75,1.0,0.0,0.0,194000.0,16,0.0,0.0,0.5,0.25,0.0,1687.5
1811927548,0,2,19000.0,144000,0.75,1.0,0.0,0.0,144000.0,12,0.0,0.0,0.5833333333333334,0.16666666666666666,0.0,1166.6666666666667
1018325079,1,1,21500.0,116000,0.6666666666666666,0.8571428571428571,0.14285714285714285,0.16666666666666666,116000.0,9,0.1111111111111111,0.0,0.6666666666666666,0.0,0.0,1222.2222222222222
604958593,0,1,16000.0,118000,0.6666666666666666,0.8571428571428571,0.0,0.0,118000.0,9,0.0,0.0,0.5555555555555556,0.1111111111111111,0.0,1000.0
654505150,2,1,42666.0,406000,0.42857142857142855,0.6,0.2,0.2222222222222222,406000.0,14,0.14285714285714285,0.0,0.35714285714285715,0.07142857142857142,0.0,1428.5714285714287
496008829,0,1,10000.0,324000,0.5454545454545454,0.6666666666666666,0.0,0.0,324000.0,11,0.0,0.0,0.45454545454545453,0.09090909090909091,0.0,1636.3636363636363
299939018,3,7,1.90652E7,2595863000,0.41818181818181815,0.696969696969697,0.0,0.0,2.595863E9,55,0.0,0.0,0.4909090909090909,0.05454545454545454,0.0,4327.272727272727
828206800,0,1,14000.0,192000,0.6666666666666666,0.8571428571428571,0.0,0.0,192000.0,9,0.0,0.0,0.4444444444444444,0.2222222222222222,0.0,1444.4444444444443
5338874112,0,1,17000.0,186000,0.75,1.0,0.0,0.0,186000.0,8,0.0,0.0,0.75,0.0,0.0,1375.0
796897356,0,1,10000.0,50000,0.75,1.0,0.0,0.0,50000.0,8,0.0,0.0,0.625,0.125,0.0,1125.0
852553909,0,2,10500.0,178000,0.75,1.0,0.0,0.0,178000.0,12,0.0,0.0,0.4166666666666667,0.3333333333333333,0.0,1500.0
5358086120,0,2,10500.0,199000,0.6923076923076923,0.9,0.0,0.0,199000.0,13,0.0,0.0,0.46153846153846156,0.23076923076923078,0.0,1538.4615384615386
502710100,1,1,15500.0,337000,0.6,0.8571428571428571,0.14285714285714285,0.16666666666666666,337000.0,10,0.1,0.0,0.6,0.0,0.1,1400.0
5365611967,7,1,22625.0,394000,0.4,0.46153846153846156,0.5384615384615384,0.5833333333333334,394000.0,15,0.4666666666666667,0.0,0.26666666666666666,0.13333333333333333,0.0,1066.6666666666667
5327139423,0,2,16000.0,113000,0.7777777777777778,1.1666666666666667,0.0,0.0,113000.0,9,0.0,0.0,0.6666666666666666,0.0,0.0,1111.111111111111
740742805,1,6,16285.0,434000,0.45454545454545453,0.7692307692307693,0.07692307692307693,0.08333333333333333,434000.0,22,0.045454545454545456,0.045454545454545456,0.4090909090909091,0.045454545454545456,0.13636363636363635,1454.5454545454545
801786038,1,1,28000.0,268000,0.5454545454545454,0.75,0.125,0.14285714285714285,268000.0,11,0.09090909090909091,0.0,0.2727272727272727,0.2727272727272727,0.09090909090909091,1181.8181818181818
293589048,0,2,19000.0,205678000,0.5294117647058824,0.6923076923076923,0.0,0.0,2.05678E8,17,0.0,0.0,0.4117647058823529,0.11764705882352941,0.0,1470.5882352941176
