userID, numTrainQuestions, numRecQuestions, avgTimePerQuestion, totalInteractionTime, queryDensity, queryDensity (per preference messages), queryEfficiency, queryEfficiency (training), avgSessionTime, convLength, disambiguatioRatio, skipRatio, likeRatio, dislikeRatio, fallbackRatio, avgSystemResponseTime
572930266,0,1,13000.0,105000,0.6666666666666666,1.0,0.0,0.0,105000.0,9,0.0,0.0,0.5555555555555556,0.1111111111111111,0.1111111111111111,1222.2222222222222
5290206887,0,2,20500.0,132000,0.6666666666666666,1.0,0.0,0.0,132000.0,9,0.0,0.0,0.4444444444444444,0.2222222222222222,0.0,1333.3333333333333
5048613175,0,1,9000.0,212000,0.6666666666666666,0.8571428571428571,0.0,0.0,212000.0,9,0.0,0.0,0.4444444444444444,0.2222222222222222,0.0,1222.2222222222222
635237620,5,5,15700.0,696381000,0.5121951219512195,0.9130434782608695,0.043478260869565216,0.05555555555555555,6.96381E8,41,0.024390243902439025,0.0,0.34146341463414637,0.17073170731707318,0.024390243902439025,1243.9024390243903
465412970,0,2,9000.0,199000,0.6428571428571429,0.9,0.0,0.0,199000.0,14,0.0,0.0,0.5,0.14285714285714285,0.0,1285.7142857142858
5155827219,0,2,11500.0,141000,0.75,1.0,0.0,0.0,141000.0,12,0.0,0.0,0.5,0.25,0.0,1416.6666666666667
1009458424,0,1,14000.0,130000,0.75,1.0,0.0,0.0,130000.0,8,0.0,0.0,0.75,0.0,0.0,1125.0
75986460,0,1,10000.0,159000,0.6666666666666666,0.8571428571428571,0.0,0.0,159000.0,9,0.0,0.0,0.6666666666666666,0.0,0.0,1222.2222222222222
176428234,0,8,10500.0,273000,0.5454545454545454,0.9230769230769231,0.0,0.0,273000.0,22,0.0,0.0,0.4090909090909091,0.13636363636363635,0.0,1090.909090909091
589599039,0,1,12000.0,221000,0.75,1.0,0.0,0.0,221000.0,8,0.0,0.0,0.625,0.125,0.0,1000.0
817428462,2,1,8000.0,141000,0.6,0.8571428571428571,0.2857142857142857,0.3333333333333333,141000.0,10,0.2,0.0,0.4,0.2,0.0,1000.0
1094695768,0,2,8500.0,143000,0.75,1.0,0.0,0.0,143000.0,12,0.0,0.0,0.5,0.25,0.0,1333.3333333333333
612441425,0,2,11000.0,141000,0.5555555555555556,0.8333333333333334,0.0,0.0,141000.0,9,0.0,0.0,0.4444444444444444,0.1111111111111111,0.1111111111111111,1333.3333333333333
5035128320,0,1,11000.0,132000,0.5454545454545454,0.75,0.0,0.0,132000.0,11,0.0,0.0,0.45454545454545453,0.09090909090909091,0.09090909090909091,909.0909090909091
1811927548,0,3,11666.0,248000,0.75,1.0,0.0,0.0,248000.0,16,0.0,0.0,0.4375,0.3125,0.0,1375.0
626533929,4,10,13571.0,164184000,0.4492753623188406,0.6888888888888889,0.0,0.0,1.64184E8,69,0.0,0.028985507246376812,0.42028985507246375,0.13043478260869565,0.0,1115.9420289855072
654505150,0,3,9666.0,106510000,0.5,1.0,0.0,0.0,1.0651E8,12,0.0,0.0,0.4166666666666667,0.08333333333333333,0.08333333333333333,916.6666666666666
1018325079,0,1,7000.0,49000,0.8571428571428571,1.2,0.0,0.0,49000.0,7,0.0,0.0,0.7142857142857143,0.0,0.0,1285.7142857142858
604958593,0,1,26000.0,126000,0.75,1.0,0.0,0.0,126000.0,8,0.0,0.0,0.625,0.125,0.0,1000.0
496008829,0,1,4000.0,250000,0.375,0.42857142857142855,0.0,0.0,250000.0,16,0.0,0.0,0.3125,0.0625,0.0,937.5
299939018,4,17,4053666.0,2593214000,0.3894736842105263,0.6491228070175439,0.0,0.0,2.593214E9,95,0.0,0.010526315789473684,0.4,0.09473684210526316,0.0,1936.842105263158
5338874112,1,1,13500.0,200000,0.5454545454545454,0.75,0.125,0.14285714285714285,200000.0,11,0.09090909090909091,0.0,0.5454545454545454,0.0,0.09090909090909091,1000.0
828206800,0,1,7000.0,111000,0.6,0.75,0.0,0.0,111000.0,10,0.0,0.0,0.5,0.1,0.0,1100.0
796897356,0,1,10000.0,162000,0.75,1.0,0.0,0.0,162000.0,8,0.0,0.0,0.625,0.125,0.0,1125.0
852553909,0,2,10500.0,188000,0.75,1.0,0.0,0.0,188000.0,12,0.0,0.0,0.5833333333333334,0.16666666666666666,0.0,1666.6666666666667
5358086120,1,1,8000.0,99000,0.6666666666666666,1.0,0.16666666666666666,0.2,99000.0,9,0.1111111111111111,0.0,0.5555555555555556,0.1111111111111111,0.0,1111.111111111111
502710100,0,1,10000.0,336000,0.75,1.0,0.0,0.0,336000.0,8,0.0,0.0,0.75,0.0,0.0,1875.0
5365611967,0,1,8000.0,103000,0.75,1.0,0.0,0.0,103000.0,8,0.0,0.0,0.5,0.25,0.0,1125.0
5327139423,0,1,54000.0,235000,0.6666666666666666,0.8571428571428571,0.0,0.0,235000.0,9,0.0,0.0,0.5555555555555556,0.1111111111111111,0.0,777.7777777777778
740742805,0,2,10500.0,112000,0.6666666666666666,1.0,0.0,0.0,112000.0,9,0.0,0.0,0.5555555555555556,0.1111111111111111,0.0,1000.0
801786038,1,1,42000.0,290000,0.6666666666666666,1.0,0.16666666666666666,0.2,290000.0,9,0.1111111111111111,0.0,0.4444444444444444,0.2222222222222222,0.1111111111111111,777.7777777777778
293589048,0,1,19000.0,186000,0.6666666666666666,0.8571428571428571,0.0,0.0,186000.0,9,0.0,0.0,0.5555555555555556,0.1111111111111111,0.0,888.8888888888889
